reihenfolge,published_at,slug,titel_alt,content_datei,library_eintrag,live_url,zustandsklasse,route_status,qualitaetsluecken,quellenstatus,migrationsstatus,branch,commit,pr,merge_commit,deployment_run,live_pruefung,bemerkung
1,2026-07-31,rueckstauschaden-im-fitnessstudio-gebaeude-und-inhaltsschaden-trennen,"Rückstauschaden im Fitnessstudio: Gebäude- und Inhaltsschaden technisch trennen",rueckstauschaden-im-fitnessstudio-gebaeude-und-inhaltsschaden-trennen.md,ja,https://www.sv-netzwerk.eu/fachwissen/rueckstauschaden-im-fitnessstudio-gebaeude-und-inhaltsschaden-trennen/,A,aktiv,"460 Wörter; 6 Abschnitte; videoScript vorhanden; kein canonical; kein updatedAt; kein Praxisbeispiel; kein Fazit; fehlende Strukturabschnitte (Sofortmaßnahmen, Kostenprüfung, Fachgrenzen)",prüfen,in_arbeit,content/migrate-2026-07-31-rueckstau-fitnessstudio,,,,,
2,2026-07-28,grossflaechige-leitungswasserschaeden-sanierungssteuerung,"Großflächige Leitungswasserschäden: Sanierungssteuerung unter hoher Schadenfrequenz",grossflaechige-leitungswasserschaeden-sanierungssteuerung.md,ja,https://www.sv-netzwerk.eu/fachwissen/grossflaechige-leitungswasserschaeden-sanierungssteuerung/,A,aktiv,"974 Wörter; 11 Abschnitte; videoScript vorhanden; canonical vorhanden; updatedAt vorhanden; strukturell näher am Standard; Quellen und Tiefe prüfen",prüfen,offen,,,,,,
3,2026-07-27,schadenregulierer-versicherungen-technische-pruefung-schadensteuerung,"Schadenregulierer für Versicherungen: Technische Prüfung und strukturierte Schadensteuerung",schadenregulierer-versicherungen-technische-pruefung-schadensteuerung.md,ja,https://www.sv-netzwerk.eu/fachwissen/schadenregulierer-versicherungen-technische-pruefung-schadensteuerung/,A,aktiv,"447 Wörter; 3 Abschnitte; videoScript vorhanden; kein canonical; kein updatedAt; stark unterhalb Mindestumfang; alle Pflichtabschnitte fehlen",prüfen,offen,,,,,,
4,2026-07-27,sachverstaendiger-versicherungsschaeden-aalen-schadenaufnahme,"Sachverständiger für Versicherungsschäden in Aalen: Warum die erste Schadenaufnahme entscheidend ist",sachverstaendiger-versicherungsschaeden-aalen-schadenaufnahme.md,ja,https://www.sv-netzwerk.eu/fachwissen/sachverstaendiger-versicherungsschaeden-aalen-schadenaufnahme/,A,aktiv,"495 Wörter; 3 Abschnitte; videoScript vorhanden; kein canonical; kein updatedAt; contentLevel C; lokaler SEO-Artikel; alle Pflichtabschnitte fehlen",prüfen,offen,,,,,,
5,2026-07-27,leitungswasserschaden-aalen-sachverstaendiger-aufgaben,"Leitungswasserschaden in Aalen: Aufgaben eines Sachverständigen für Versicherungsschäden",leitungswasserschaden-aalen-sachverstaendiger-aufgaben.md,ja,https://www.sv-netzwerk.eu/fachwissen/leitungswasserschaden-aalen-sachverstaendiger-aufgaben/,A,aktiv,"470 Wörter; 4 Abschnitte; videoScript vorhanden; kein canonical; kein updatedAt; contentLevel C; lokaler SEO-Artikel; Pflichtabschnitte fehlen",prüfen,offen,,,,,,
6,2026-07-21,sturm-hagel-serienschaeden-prueffolge-2026-07-21-morning,"Sturm- und Hagel-Serienschäden: Prüffolge für belastbare Freigaben",sturm-hagel-serienschaeden-prueffolge-2026-07-21-morning.md,ja,https://www.sv-netzwerk.eu/fachwissen/sturm-hagel-serienschaeden-prueffolge-2026-07-21-morning/,A,aktiv,"862 Wörter; 10 Abschnitte; videoScript vorhanden; canonical vorhanden; updatedAt vorhanden; Quellen und Tiefe prüfen",prüfen,offen,,,,,,
7,2026-07-20,starkregen-rueckstau-schadenaufnahme-regulierung-2026-07-20-morning,"Starkregen und Rückstau: Schadenaufnahme und Regulierung im Kumulereignis",starkregen-rueckstau-schadenaufnahme-regulierung-2026-07-20-morning.md,ja,https://www.sv-netzwerk.eu/fachwissen/starkregen-rueckstau-schadenaufnahme-regulierung-2026-07-20-morning/,A,aktiv,"951 Wörter; 11 Abschnitte; videoScript vorhanden; canonical vorhanden; updatedAt vorhanden; Quellen und Tiefe prüfen",prüfen,offen,,,,,,
8,2026-07-20,hochwasser-ueberflutung-grossschadenkoordination-2026-07-20-morning,"Hochwasser und Überflutung: Koordination im Großschadenbestand",hochwasser-ueberflutung-grossschadenkoordination-2026-07-20-morning.md,ja,https://www.sv-netzwerk.eu/fachwissen/hochwasser-ueberflutung-grossschadenkoordination-2026-07-20-morning/,A,aktiv,"1064 Wörter; 11 Abschnitte; videoScript vorhanden; canonical vorhanden; updatedAt vorhanden; Quellen und Tiefe prüfen",prüfen,offen,,,,,,
9,2026-07-19,kumulschaeden-in-der-region-priorisierung-koordination-dokumentation,"Kumulschäden in der Region: Priorisierung Koordination und belastbare Dokumentation",kumulschaeden-in-der-region-priorisierung-koordination-dokumentation.md,ja,https://www.sv-netzwerk.eu/fachwissen/kumulschaeden-in-der-region-priorisierung-koordination-dokumentation/,A,aktiv,"1017 Wörter; 9 Abschnitte; videoScript vorhanden; kein canonical; updatedAt vorhanden; Quellen und Tiefe prüfen",prüfen,offen,,,,,,
10,2026-07-18,leitungswasserschaden-erstmassnahmen,"Leitungswasserschaden: Die ersten Schritte richtig setzen",leitungswasserschaden-erstmassnahmen.md,ja,https://www.sv-netzwerk.eu/fachwissen/leitungswasserschaden-erstmassnahmen/,A,aktiv,"486 Wörter; 6 Abschnitte; videoScript vorhanden; kein canonical; kein updatedAt; unter Mindestumfang; Pflichtabschnitte fehlen",prüfen,offen,,,,,,
11,2026-07-17,brandschaden-notmassnahmen-uebergang-zur-wiederherstellung,"Brandschaden nach Erstmaßnahmen: Übergang zur Wiederherstellung sauber steuern",brandschaden-notmassnahmen-uebergang-zur-wiederherstellung.md,ja (Duplikat in Library – Klasse D für Library-Eintrag; Content eindeutig),https://www.sv-netzwerk.eu/fachwissen/brandschaden-notmassnahmen-uebergang-zur-wiederherstellung/,A,aktiv,"1006 Wörter; 8 Abschnitte; videoScript vorhanden; kein canonical; updatedAt vorhanden; Library hat Duplikat-Eintrag (wird nicht bereinigt)",prüfen,offen,,,,,,"Library-Duplikat Zeile 288+375 – nur bestehenden Eintrag Zeile 288 aktualisieren; Duplikat Zeile 375 unangetastet lassen"
12,2026-07-17,schadenakte-nachvollziehbar-strukturieren,"Schadenakte nachvollziehbar strukturieren und führbar halten",schadenakte-nachvollziehbar-strukturieren.md,ja,https://www.sv-netzwerk.eu/fachwissen/schadenakte-nachvollziehbar-strukturieren/,A,aktiv,"951 Wörter; 9 Abschnitte; videoScript vorhanden; kein canonical; kein updatedAt; Quellen und Tiefe prüfen",prüfen,offen,,,,,,
13,2026-07-17,sturmschaden-windwirkung-vorschaden-abgrenzung,"Sturmschaden: Windwirkung Vorschäden und fachliche Abgrenzung",sturmschaden-windwirkung-vorschaden-abgrenzung.md,ja,https://www.sv-netzwerk.eu/fachwissen/sturmschaden-windwirkung-vorschaden-abgrenzung/,A,aktiv,"1045 Wörter; 9 Abschnitte; videoScript vorhanden; kein canonical; updatedAt vorhanden; Quellen und Tiefe prüfen",prüfen,offen,,,,,,
14,2026-07-16,regiekosten-im-schadenfall-pruefen,"Regiekosten im Schadenfall prüffähig bewerten",regiekosten-im-schadenfall-pruefen.md,ja,https://www.sv-netzwerk.eu/fachwissen/regiekosten-im-schadenfall-pruefen/,A,aktiv,"1716 Wörter; 12 Abschnitte; videoScript vorhanden; kein canonical; kein updatedAt; guter Umfang; Quellen und Strukturtiefe prüfen",prüfen,offen,,,,,,
15,2026-07-15,fachliche-zustaendigkeit-im-schadenfall,"Fachliche Zuständigkeit im Schadenfall klären",fachliche-zustaendigkeit-im-schadenfall.md,ja,https://www.sv-netzwerk.eu/fachwissen/fachliche-zustaendigkeit-im-schadenfall/,A,aktiv,"1002 Wörter; 9 Abschnitte; videoScript vorhanden; kein canonical; kein updatedAt; Quellen und Tiefe prüfen",prüfen,offen,,,,,,
16,2026-07-13,prueffaehige-dokumentation,"Prüffähige Dokumentation im Schadenfall",prueffaehige-dokumentation.md,ja,https://www.sv-netzwerk.eu/fachwissen/prueffaehige-dokumentation/,A,aktiv,"927 Wörter; 9 Abschnitte; videoScript vorhanden; kein canonical; updatedAt vorhanden; Quellen und Tiefe prüfen",prüfen,offen,,,,,,
